processed_title,processed_description
"['generative', 'ai', 'outpacing', 'medium', 'literacy', 'leaving', 'people', 'vulnerable', 'new', 'research', 'find']","['slow', 'growth', 'medium', 'literacy', 'growing', 'concern', 'given', 'ability', 'generative', 'ai', 'tool', 'produce', 'deepfakes', 'disinformation']"
"['membaik', 'investasi', 'allianz', 'life', 'capai', 'rp', 'miliar', 'di', 'bulan', 'juli']","['jakarta', 'pt', 'asuransi', 'allianz', 'life', 'indonesia', 'melaporkan', 'hasil', 'investasi', 'sebesar', 'rp', 'miliar', 'per', 'juli', 'angka', 'ini', 'menunjukkan', 'peningkatan', 'sebesar', 'secara', 'bulanan', 'mtm', 'dibandingkan', 'dengan', 'rp', 'miliar', 'pada', 'bulan', 'sebelumnya', 'namun', 'secara', 'tahunan', 'terjadi', 'penurunan', 'pada', 'nilai', 'ini', 'direktur', 'chief', 'financial', 'officer', 'allianz', 'life', 'indonesia', 'ong', 'le', 'keat', 'menyatakan', 'bahwa', 'hal']"
"['ava', 'lab', 'coo', 'x', 'account', 'suspected', 'hacked', 'posting', 'memecoin']","['x', 'account', 'ava', 'lab', 'operating', 'chief', 'luigi', 'donorio', 'demeo', 'touting', 'memecoins', 'suspicious', 'link', 'prompting', 'many', 'warn', 'likely', 'phishing', 'scam']"
"['crypto', 'exchange', 'okx', 'launch', 'aud', 'trading', 'pair', 'australian', 'customer']","['okx', 'would', 'offer', 'order', 'bookbased', 'aud', 'pair', 'help', 'trader', 'make', 'informed', 'trading', 'decision']"
"['gold', 'surpasses', 'bitcoin', 'fall', 'behind', 'analyst', 'weighs']","['last', 'friday', 'gold', 'hit', 'record', 'high', 'exceeding', 'per', 'ounce', 'bitcoin', 'struggled', 'keep', 'pace', 'led', 'debate', 'within', 'financial', 'community', 'fundamental', 'difference', 'two', 'asset']"
"['book', 'guide', 'video', 'suggest', 'beginner', 'learn', 'bitcoins']","['im', 'new', 'want', 'learn', 'bitcoins', 'strike', 'bitcoins', 'app', 'also', 'related', 'platform', 'work', 'bitcoinsbitcoin', 'earn', 'money', 'investment', 'submitted', 'uxarksladex', 'link', 'comment']"
"['australian', 'regulator', 'shuts', 'thousand', 'scam', 'crypto', 'site']","['australian', 'security', 'investment', 'commission', 'asic', 'pulled', 'scam', 'investment', 'site', 'including', 'crypto', 'endorsement', 'one', 'year', 'scam', 'often', 'erupted', 'social', 'medium', 'channel', 'asic', 'targeting', 'since', 'recent', 'report', 'chainalysis', 'claimed', 'illicit', 'activity', 'almost', 'year', 'legitimate', 'activity']"
"['im', 'new', 'bitcoin', 'investmentearning', 'money', 'strike', 'bitcoins', 'app', 'good', 'use', 'earning', 'money', 'beginner', 'bitcoin']","['im', 'new', 'bitcoins', 'want', 'make', 'sure', 'safe', 'platform', 'earn', 'money', 'investing', 'bitcoins', 'work', 'using', 'strike', 'bitcoins', 'app', 'submitted', 'uxarksladex', 'link', 'comment']"
"['top', 'price', 'prediction', 'bitcoin', 'ethereum', 'ripple', 'bitcoin', 'price', 'consolidates', 'range']","['bitcoin', 'btc', 'ethereum', 'eth', 'price', 'likely', 'decline', 'failing', 'surpass', 'respective', 'key', 'resistance', 'level', 'whereas', 'ripple', 'xrp', 'showing', 'stability', 'around', 'daily', 'support', 'level', 'indicating', 'potential', 'recovery']"
"['awas', 'bitcoin', 'bull', 'etf', 'microstrategy', 'bisa', 'mengecoh', 'investor', 'bitcoin']","['jakarta', 'investor', 'bitcoin', 'yang', 'bullish', 'disarankan', 'untuk', 'berhatihati', 'terhadap', 'etf', 'microstrategy', 'terbaru', 'yang', 'menawarkan', 'leverage', 'etf', 'baru', 'ini', 'memungkinkan', 'investor', 'untuk', 'meningkatkan', 'eksposur', 'mereka', 'terhadap', 'bitcoin', 'melalui', 'strategi', 'perusahaan', 'microstrategy', 'yang', 'agresif', 'dalam', 'mengakumulasi', 'bitcoin', 'meskipun', 'ini', 'mungkin', 'tampak', 'menarik', 'bagi', 'beberapa', 'orang', 'risiko', 'yang', 'terkait', 'dengan', 'leverage']"
"['trump', 'also', 'pledged', 'prohibit', 'federal', 'reserve', 'issuing', 'crypto', 'coin', 'read']","['description', 'available']"
"['make', 'tiktok', 'tapswap', 'trending']","['make', 'tiktok', 'trendingthe', 'phrase', 'make', 'tiktok', 'recently', 'gained', 'significant', 'attention', 'among', 'cryptocurrency', 'enthusiast', 'casual', 'internet', 'user', 'particularly', 'august', 'appeared', 'tapswap', 'daily', 'combo', 'code', 'tapswap', 'popular', 'taptoearn', 'game', 'telegram', 'includes', 'daily', 'combo', 'code', 'user', 'solve', 'question', 'day', 'make']"
"['trump', 'shift', 'crypto', 'critic', 'investor']","['donald', 'trump', 'vocal', 'critic', 'cryptocurrencies', 'hold', 'million', 'digital', 'asset', 'signaling', 'major', 'shift', 'financial', 'strategy']"
"['australia', 'took', 'crypto', 'scam', 'say', 'ai', 'make', 'worse']","['australia', 'financial', 'market', 'regulator', 'say', 'due', 'evolving', 'nature', 'technology', 'becoming', 'increasingly', 'challenging', 'consumer', 'identify', 'fraudulent', 'scheme']"
"['circulating', 'bitcoin', 'hasnt', 'moved', 'six', 'month', 'glassnode']","['around', 'circulating', 'bitcoin', 'stayed', 'dormant', 'least', 'six', 'month', 'according', 'glassnodes', 'hodl', 'wave', 'chart', 'offer', 'insight', 'holding', 'behavior', 'investor', 'timethe', 'figure', 'represents', 'increase', 'last', 'week', 'around', 'circulating', 'bitcoin', 'moved', 'period', 'glassnodes', 'data', 'showedthe', 'high', 'percentage', 'dormant', 'bitcoin', 'suggests']"
"['vitalik', 'buterin', 'advocate', 'responsible', 'tech', 'dacceth', 'domain']","['vitalik', 'buterin', 'ethereums', 'cofounder', 'register', 'dacceth', 'promote', 'cautious', 'democratic', 'approach', 'ai', 'tech', 'development', 'countering', 'rapid', 'growth', 'trend']"
"['cara', 'membatalkan', 'shopee', 'pinjam']","['jakarta', 'shopee', 'pinjam', 'spinjam', 'adalah', 'layanan', 'pinjaman', 'online', 'yang', 'ditawarkan', 'oleh', 'shopee', 'kepada', 'pengguna', 'terpilih', 'meskipun', 'layanan', 'ini', 'dapat', 'membantu', 'dalam', 'situasi', 'keuangan', 'mendesak', 'ada', 'kalanya', 'anda', 'mungkin', 'ingin', 'membatalkan', 'atau', 'menonaktifkan', 'layanan', 'ini', 'berikut', 'adalah', 'panduan', 'lengkap', 'tentang', 'cara', 'membatalkan', 'shopee', 'pinjam', 'cara', 'membatalkan', 'shopee', 'pinjam', 'lunasi', 'semua', 'pinjaman']"
"['robert', 'kiyosaki', 'warns', 'move', 'money', 'bank']","['robert', 'kiyosaki', 'author', 'rich', 'dad', 'poor', 'dad', 'recently', 'turned', 'attention', 'banking', 'system', 'issuing', 'stark', 'warning', 'august', 'social', 'medium', 'platform']"
"['buterin', 'transfer', 'another', 'eth', 'worth', 'railgun']","['latest', 'development', 'according', 'recent', 'tweet', 'spotonchain', 'vitalik', 'buterin', 'transferred', 'another', 'ethereum', 'worth', 'million', 'mixer', 'railgun', 'vitalik', 'transferred', 'eth', 'xfe', 'yesterday', 'deposited', 'eth', 'mixer', 'railgun', 'previously', 'stated', 'railgun', 'us', 'privacy', 'pool', 'protocol', 'make', 'much']"
"['generative', 'ai', 'outpacing', 'medium', 'literacy', 'leaving', 'people', 'vulnerable', 'new', 'research', 'find']","['slow', 'growth', 'medium', 'literacy', 'growing', 'concern', 'given', 'ability', 'generative', 'ai', 'tool', 'produce', 'deepfakes', 'disinformation']"
"['membaik', 'investasi', 'allianz', 'life', 'capai', 'rp', 'miliar', 'di', 'bulan', 'juli']","['jakarta', 'pt', 'asuransi', 'allianz', 'life', 'indonesia', 'melaporkan', 'hasil', 'investasi', 'sebesar', 'rp', 'miliar', 'per', 'juli', 'angka', 'ini', 'menunjukkan', 'peningkatan', 'sebesar', 'secara', 'bulanan', 'mtm', 'dibandingkan', 'dengan', 'rp', 'miliar', 'pada', 'bulan', 'sebelumnya', 'namun', 'secara', 'tahunan', 'terjadi', 'penurunan', 'pada', 'nilai', 'ini', 'direktur', 'chief', 'financial', 'officer', 'allianz', 'life', 'indonesia', 'ong', 'le', 'keat', 'menyatakan', 'bahwa', 'hal']"
"['ava', 'lab', 'coo', 'x', 'account', 'suspected', 'hacked', 'posting', 'memecoin']","['x', 'account', 'ava', 'lab', 'operating', 'chief', 'luigi', 'donorio', 'demeo', 'touting', 'memecoins', 'suspicious', 'link', 'prompting', 'many', 'warn', 'likely', 'phishing', 'scam']"
"['crypto', 'exchange', 'okx', 'launch', 'aud', 'trading', 'pair', 'australian', 'customer']","['okx', 'would', 'offer', 'order', 'bookbased', 'aud', 'pair', 'help', 'trader', 'make', 'informed', 'trading', 'decision']"
"['gold', 'surpasses', 'bitcoin', 'fall', 'behind', 'analyst', 'weighs']","['last', 'friday', 'gold', 'hit', 'record', 'high', 'exceeding', 'per', 'ounce', 'bitcoin', 'struggled', 'keep', 'pace', 'led', 'debate', 'within', 'financial', 'community', 'fundamental', 'difference', 'two', 'asset']"
"['book', 'guide', 'video', 'suggest', 'beginner', 'learn', 'bitcoins']","['im', 'new', 'want', 'learn', 'bitcoins', 'strike', 'bitcoins', 'app', 'also', 'related', 'platform', 'work', 'bitcoinsbitcoin', 'earn', 'money', 'investment', 'submitted', 'uxarksladex', 'link', 'comment']"
"['australian', 'regulator', 'shuts', 'thousand', 'scam', 'crypto', 'site']","['australian', 'security', 'investment', 'commission', 'asic', 'pulled', 'scam', 'investment', 'site', 'including', 'crypto', 'endorsement', 'one', 'year', 'scam', 'often', 'erupted', 'social', 'medium', 'channel', 'asic', 'targeting', 'since', 'recent', 'report', 'chainalysis', 'claimed', 'illicit', 'activity', 'almost', 'year', 'legitimate', 'activity']"
"['im', 'new', 'bitcoin', 'investmentearning', 'money', 'strike', 'bitcoins', 'app', 'good', 'use', 'earning', 'money', 'beginner', 'bitcoin']","['im', 'new', 'bitcoins', 'want', 'make', 'sure', 'safe', 'platform', 'earn', 'money', 'investing', 'bitcoins', 'work', 'using', 'strike', 'bitcoins', 'app', 'submitted', 'uxarksladex', 'link', 'comment']"
"['top', 'price', 'prediction', 'bitcoin', 'ethereum', 'ripple', 'bitcoin', 'price', 'consolidates', 'range']","['bitcoin', 'btc', 'ethereum', 'eth', 'price', 'likely', 'decline', 'failing', 'surpass', 'respective', 'key', 'resistance', 'level', 'whereas', 'ripple', 'xrp', 'showing', 'stability', 'around', 'daily', 'support', 'level', 'indicating', 'potential', 'recovery']"
"['awas', 'bitcoin', 'bull', 'etf', 'microstrategy', 'bisa', 'mengecoh', 'investor', 'bitcoin']","['jakarta', 'investor', 'bitcoin', 'yang', 'bullish', 'disarankan', 'untuk', 'berhatihati', 'terhadap', 'etf', 'microstrategy', 'terbaru', 'yang', 'menawarkan', 'leverage', 'etf', 'baru', 'ini', 'memungkinkan', 'investor', 'untuk', 'meningkatkan', 'eksposur', 'mereka', 'terhadap', 'bitcoin', 'melalui', 'strategi', 'perusahaan', 'microstrategy', 'yang', 'agresif', 'dalam', 'mengakumulasi', 'bitcoin', 'meskipun', 'ini', 'mungkin', 'tampak', 'menarik', 'bagi', 'beberapa', 'orang', 'risiko', 'yang', 'terkait', 'dengan', 'leverage']"
"['trump', 'also', 'pledged', 'prohibit', 'federal', 'reserve', 'issuing', 'crypto', 'coin', 'read']","['description', 'available']"
"['make', 'tiktok', 'tapswap', 'trending']","['make', 'tiktok', 'trendingthe', 'phrase', 'make', 'tiktok', 'recently', 'gained', 'significant', 'attention', 'among', 'cryptocurrency', 'enthusiast', 'casual', 'internet', 'user', 'particularly', 'august', 'appeared', 'tapswap', 'daily', 'combo', 'code', 'tapswap', 'popular', 'taptoearn', 'game', 'telegram', 'includes', 'daily', 'combo', 'code', 'user', 'solve', 'question', 'day', 'make']"
"['trump', 'shift', 'crypto', 'critic', 'investor']","['donald', 'trump', 'vocal', 'critic', 'cryptocurrencies', 'hold', 'million', 'digital', 'asset', 'signaling', 'major', 'shift', 'financial', 'strategy']"
"['australia', 'took', 'crypto', 'scam', 'say', 'ai', 'make', 'worse']","['australia', 'financial', 'market', 'regulator', 'say', 'due', 'evolving', 'nature', 'technology', 'becoming', 'increasingly', 'challenging', 'consumer', 'identify', 'fraudulent', 'scheme']"
"['circulating', 'bitcoin', 'hasnt', 'moved', 'six', 'month', 'glassnode']","['around', 'circulating', 'bitcoin', 'stayed', 'dormant', 'least', 'six', 'month', 'according', 'glassnodes', 'hodl', 'wave', 'chart', 'offer', 'insight', 'holding', 'behavior', 'investor', 'timethe', 'figure', 'represents', 'increase', 'last', 'week', 'around', 'circulating', 'bitcoin', 'moved', 'period', 'glassnodes', 'data', 'showedthe', 'high', 'percentage', 'dormant', 'bitcoin', 'suggests']"
"['vitalik', 'buterin', 'advocate', 'responsible', 'tech', 'dacceth', 'domain']","['vitalik', 'buterin', 'ethereums', 'cofounder', 'register', 'dacceth', 'promote', 'cautious', 'democratic', 'approach', 'ai', 'tech', 'development', 'countering', 'rapid', 'growth', 'trend']"
"['cara', 'membatalkan', 'shopee', 'pinjam']","['jakarta', 'shopee', 'pinjam', 'spinjam', 'adalah', 'layanan', 'pinjaman', 'online', 'yang', 'ditawarkan', 'oleh', 'shopee', 'kepada', 'pengguna', 'terpilih', 'meskipun', 'layanan', 'ini', 'dapat', 'membantu', 'dalam', 'situasi', 'keuangan', 'mendesak', 'ada', 'kalanya', 'anda', 'mungkin', 'ingin', 'membatalkan', 'atau', 'menonaktifkan', 'layanan', 'ini', 'berikut', 'adalah', 'panduan', 'lengkap', 'tentang', 'cara', 'membatalkan', 'shopee', 'pinjam', 'cara', 'membatalkan', 'shopee', 'pinjam', 'lunasi', 'semua', 'pinjaman']"
"['robert', 'kiyosaki', 'warns', 'move', 'money', 'bank']","['robert', 'kiyosaki', 'author', 'rich', 'dad', 'poor', 'dad', 'recently', 'turned', 'attention', 'banking', 'system', 'issuing', 'stark', 'warning', 'august', 'social', 'medium', 'platform']"
"['buterin', 'transfer', 'another', 'eth', 'worth', 'railgun']","['latest', 'development', 'according', 'recent', 'tweet', 'spotonchain', 'vitalik', 'buterin', 'transferred', 'another', 'ethereum', 'worth', 'million', 'mixer', 'railgun', 'vitalik', 'transferred', 'eth', 'xfe', 'yesterday', 'deposited', 'eth', 'mixer', 'railgun', 'previously', 'stated', 'railgun', 'us', 'privacy', 'pool', 'protocol', 'make', 'much']"
"['generative', 'ai', 'outpacing', 'medium', 'literacy', 'leaving', 'people', 'vulnerable', 'new', 'research', 'find']","['slow', 'growth', 'medium', 'literacy', 'growing', 'concern', 'given', 'ability', 'generative', 'ai', 'tool', 'produce', 'deepfakes', 'disinformation']"
"['membaik', 'investasi', 'allianz', 'life', 'capai', 'rp', 'miliar', 'di', 'bulan', 'juli']","['jakarta', 'pt', 'asuransi', 'allianz', 'life', 'indonesia', 'melaporkan', 'hasil', 'investasi', 'sebesar', 'rp', 'miliar', 'per', 'juli', 'angka', 'ini', 'menunjukkan', 'peningkatan', 'sebesar', 'secara', 'bulanan', 'mtm', 'dibandingkan', 'dengan', 'rp', 'miliar', 'pada', 'bulan', 'sebelumnya', 'namun', 'secara', 'tahunan', 'terjadi', 'penurunan', 'pada', 'nilai', 'ini', 'direktur', 'chief', 'financial', 'officer', 'allianz', 'life', 'indonesia', 'ong', 'le', 'keat', 'menyatakan', 'bahwa', 'hal']"
"['ava', 'lab', 'coo', 'x', 'account', 'suspected', 'hacked', 'posting', 'memecoin']","['x', 'account', 'ava', 'lab', 'operating', 'chief', 'luigi', 'donorio', 'demeo', 'touting', 'memecoins', 'suspicious', 'link', 'prompting', 'many', 'warn', 'likely', 'phishing', 'scam']"
"['crypto', 'exchange', 'okx', 'launch', 'aud', 'trading', 'pair', 'australian', 'customer']","['okx', 'would', 'offer', 'order', 'bookbased', 'aud', 'pair', 'help', 'trader', 'make', 'informed', 'trading', 'decision']"
"['gold', 'surpasses', 'bitcoin', 'fall', 'behind', 'analyst', 'weighs']","['last', 'friday', 'gold', 'hit', 'record', 'high', 'exceeding', 'per', 'ounce', 'bitcoin', 'struggled', 'keep', 'pace', 'led', 'debate', 'within', 'financial', 'community', 'fundamental', 'difference', 'two', 'asset']"
"['book', 'guide', 'video', 'suggest', 'beginner', 'learn', 'bitcoins']","['im', 'new', 'want', 'learn', 'bitcoins', 'strike', 'bitcoins', 'app', 'also', 'related', 'platform', 'work', 'bitcoinsbitcoin', 'earn', 'money', 'investment', 'submitted', 'uxarksladex', 'link', 'comment']"
"['australian', 'regulator', 'shuts', 'thousand', 'scam', 'crypto', 'site']","['australian', 'security', 'investment', 'commission', 'asic', 'pulled', 'scam', 'investment', 'site', 'including', 'crypto', 'endorsement', 'one', 'year', 'scam', 'often', 'erupted', 'social', 'medium', 'channel', 'asic', 'targeting', 'since', 'recent', 'report', 'chainalysis', 'claimed', 'illicit', 'activity', 'almost', 'year', 'legitimate', 'activity']"
"['im', 'new', 'bitcoin', 'investmentearning', 'money', 'strike', 'bitcoins', 'app', 'good', 'use', 'earning', 'money', 'beginner', 'bitcoin']","['im', 'new', 'bitcoins', 'want', 'make', 'sure', 'safe', 'platform', 'earn', 'money', 'investing', 'bitcoins', 'work', 'using', 'strike', 'bitcoins', 'app', 'submitted', 'uxarksladex', 'link', 'comment']"
"['top', 'price', 'prediction', 'bitcoin', 'ethereum', 'ripple', 'bitcoin', 'price', 'consolidates', 'range']","['bitcoin', 'btc', 'ethereum', 'eth', 'price', 'likely', 'decline', 'failing', 'surpass', 'respective', 'key', 'resistance', 'level', 'whereas', 'ripple', 'xrp', 'showing', 'stability', 'around', 'daily', 'support', 'level', 'indicating', 'potential', 'recovery']"
"['awas', 'bitcoin', 'bull', 'etf', 'microstrategy', 'bisa', 'mengecoh', 'investor', 'bitcoin']","['jakarta', 'investor', 'bitcoin', 'yang', 'bullish', 'disarankan', 'untuk', 'berhatihati', 'terhadap', 'etf', 'microstrategy', 'terbaru', 'yang', 'menawarkan', 'leverage', 'etf', 'baru', 'ini', 'memungkinkan', 'investor', 'untuk', 'meningkatkan', 'eksposur', 'mereka', 'terhadap', 'bitcoin', 'melalui', 'strategi', 'perusahaan', 'microstrategy', 'yang', 'agresif', 'dalam', 'mengakumulasi', 'bitcoin', 'meskipun', 'ini', 'mungkin', 'tampak', 'menarik', 'bagi', 'beberapa', 'orang', 'risiko', 'yang', 'terkait', 'dengan', 'leverage']"
"['trump', 'also', 'pledged', 'prohibit', 'federal', 'reserve', 'issuing', 'crypto', 'coin', 'read']","['description', 'available']"
"['make', 'tiktok', 'tapswap', 'trending']","['make', 'tiktok', 'trendingthe', 'phrase', 'make', 'tiktok', 'recently', 'gained', 'significant', 'attention', 'among', 'cryptocurrency', 'enthusiast', 'casual', 'internet', 'user', 'particularly', 'august', 'appeared', 'tapswap', 'daily', 'combo', 'code', 'tapswap', 'popular', 'taptoearn', 'game', 'telegram', 'includes', 'daily', 'combo', 'code', 'user', 'solve', 'question', 'day', 'make']"
"['trump', 'shift', 'crypto', 'critic', 'investor']","['donald', 'trump', 'vocal', 'critic', 'cryptocurrencies', 'hold', 'million', 'digital', 'asset', 'signaling', 'major', 'shift', 'financial', 'strategy']"
"['australia', 'took', 'crypto', 'scam', 'say', 'ai', 'make', 'worse']","['australia', 'financial', 'market', 'regulator', 'say', 'due', 'evolving', 'nature', 'technology', 'becoming', 'increasingly', 'challenging', 'consumer', 'identify', 'fraudulent', 'scheme']"
"['circulating', 'bitcoin', 'hasnt', 'moved', 'six', 'month', 'glassnode']","['around', 'circulating', 'bitcoin', 'stayed', 'dormant', 'least', 'six', 'month', 'according', 'glassnodes', 'hodl', 'wave', 'chart', 'offer', 'insight', 'holding', 'behavior', 'investor', 'timethe', 'figure', 'represents', 'increase', 'last', 'week', 'around', 'circulating', 'bitcoin', 'moved', 'period', 'glassnodes', 'data', 'showedthe', 'high', 'percentage', 'dormant', 'bitcoin', 'suggests']"
